pais,codigo_iso,region,cultivo,anio,superficie_hectareas,rendimiento_ton_ha,produccion_ton,fertilizantes_kg_ha,agua_riego_m3_ha,tendencia_5_anios
India,IND,Asia,Té,2013-01-01,30162,1.89,57070,64,8575,0.0172767712227369
India,IND,Asia,Arroz,2013-01-01,99921,6.28,627055,198,2196,-0.0454710197272171
India,IND,Asia,Girasol,2014-01-01,538836,2.38,1282312,289,8734,-0.0468265128976921
India,IND,Asia,Trigo,2014-01-01,1158110,8.2,9497254,157,7135,0.0492856598580879
India,IND,Asia,Caña de azúcar,2014-01-01,6321138,92.87,587048732,188,3178,0.0153534098418701
India,IND,Asia,Cebada,2014-01-01,375339,5.08,1906711,300,4648,0.0334821611668715
India,IND,Asia,Café,2014-01-01,168945,1.52,256066,147,4762,-0.0252487961496224
India,IND,Asia,Algodón,2014-01-01,1148704,1.94,2232831,58,7868,0.0114923207208912
India,IND,Asia,Té,2014-01-01,9673,1.26,12182,164,1797,-0.0255265848781607
India,IND,Asia,Arroz,2014-01-01,1722902,4.63,7970650,64,3295,0.0003895848940934
India,IND,Asia,Girasol,2015-01-01,4710171,2.34,11005432,132,4881,-0.0198235564855796
India,IND,Asia,Trigo,2015-01-01,4117779,2.66,10943711,292,3869,0.012599313764833
India,IND,Asia,Caña de azúcar,2015-01-01,8381903,61.44,514954770,147,9592,-0.0181265542683687
India,IND,Asia,Cebada,2015-01-01,319231,3.14,1001124,111,4692,-0.0199263581204852
India,IND,Asia,Café,2015-01-01,457036,1.14,522375,156,9683,-0.0365907248940922
India,IND,Asia,Algodón,2015-01-01,824680,1.63,1344769,144,2514,0.0035635536347215
India,IND,Asia,Té,2015-01-01,30603,1.69,51855,273,2192,-0.0311836706067244
India,IND,Asia,Arroz,2015-01-01,3091241,6.25,19331936,135,5967,0.0457019760526673
India,IND,Asia,Girasol,2016-01-01,1427604,3.33,4760540,172,4974,0.0195626285704981
India,IND,Asia,Trigo,2016-01-01,3664040,8.28,30334016,147,8639,0.0033650127416263
India,IND,Asia,Caña de azúcar,2016-01-01,4344791,93.11,404547795,255,8692,0.0261628969309711
India,IND,Asia,Cebada,2016-01-01,420777,3.74,1571815,106,3390,-0.0483780098998739
India,IND,Asia,Café,2016-01-01,321602,1.44,461947,134,4768,-0.0120160225258845
India,IND,Asia,Algodón,2016-01-01,2387357,2.97,7090899,245,9005,0.0466508267250343
India,IND,Asia,Té,2016-01-01,276973,2.01,556002,85,9954,-0.0011683678745867
India,IND,Asia,Arroz,2016-01-01,2661735,8.31,22106129,264,2217,0.0445188111200898
India,IND,Asia,Girasol,2017-01-01,69762,2.43,169546,231,3474,-0.0490858538309338
India,IND,Asia,Trigo,2017-01-01,3269093,2.82,9210226,283,8916,0.0159284341989862
India,IND,Asia,Caña de azúcar,2017-01-01,7803917,75.58,589831029,120,9777,0.0477479348232511
India,IND,Asia,Cebada,2017-01-01,1493881,5.44,8125409,95,2753,0.0418048844459011
India,IND,Asia,Café,2017-01-01,132985,0.98,130017,118,7502,-0.0420980756185564
India,IND,Asia,Algodón,2017-01-01,2341234,2.96,6926238,225,2320,0.0153735719559153
India,IND,Asia,Té,2017-01-01,20051,1.15,23009,64,1154,0.0202845150019106
India,IND,Asia,Arroz,2017-01-01,1636135,6.33,10351276,299,2562,0.0394791212142699
India,IND,Asia,Girasol,2018-01-01,2378260,2.46,5856333,171,5441,-0.0453438029258256
India,IND,Asia,Trigo,2018-01-01,2080014,6.52,13563868,287,6152,-0.0484341904808065
India,IND,Asia,Caña de azúcar,2018-01-01,2247959,110.6,248624083,69,5903,-0.0337549749285294
India,IND,Asia,Cebada,2018-01-01,1646453,5.93,9766649,148,3292,0.0290498085234149
India,IND,Asia,Café,2018-01-01,47246,1.55,73103,161,4803,0.0338674657613174
India,IND,Asia,Algodón,2018-01-01,2519068,4.01,10098800,57,5478,0.0283548138980462
India,IND,Asia,Té,2018-01-01,122560,1.97,241747,224,7227,-0.0414305882363264
India,IND,Asia,Arroz,2018-01-01,1138520,4.58,5217314,232,3527,0.0239655288976594
India,IND,Asia,Girasol,2019-01-01,870483,1.95,1696050,244,5419,-0.0397768585886754
India,IND,Asia,Trigo,2019-01-01,3154622,4.66,14711643,56,2468,-0.0146085712654741
India,IND,Asia,Caña de azúcar,2019-01-01,4744475,87.68,416010087,249,2387,0.0224843844034791
India,IND,Asia,Cebada,2019-01-01,552172,3.77,2080073,85,5405,-0.0198868734624931
India,IND,Asia,Café,2019-01-01,35628,0.71,25438,250,2260,-0.0138875087710471
India,IND,Asia,Algodón,2019-01-01,3344476,2.57,8597231,84,5991,-0.0493232630574528
India,IND,Asia,Té,2019-01-01,199284,2.31,460311,258,3230,-0.0199564715320876
India,IND,Asia,Arroz,2019-01-01,3204997,4.85,15557864,297,6228,-0.0208551848419946
India,IND,Asia,Girasol,2020-01-01,4779830,3.62,17318883,121,7437,-0.0134984462604762
India,IND,Asia,Trigo,2020-01-01,2205280,5.96,13150041,190,1440,0.0453004611486296
India,IND,Asia,Caña de azúcar,2020-01-01,3637515,83.68,304385879,259,7703,0.017297765239554
India,IND,Asia,Cebada,2020-01-01,561344,3.79,2127121,252,7176,-0.0426034864417711
India,IND,Asia,Café,2020-01-01,337485,1.9,641811,272,7853,0.0043645203387477
India,IND,Asia,Algodón,2020-01-01,1835936,3.59,6592976,284,2392,-0.0390630574755713
India,IND,Asia,Té,2020-01-01,172937,1.42,245424,215,7547,0.0466811133568605
India,IND,Asia,Arroz,2020-01-01,1754316,3.32,5828338,241,9499,0.005799341634302
China,CHN,Asia,Té,2011-01-01,261190,1.33,347464,79,3321,-0.0151671347678524
China,CHN,Asia,Arroz,2011-01-01,875165,4.59,4021333,234,8412,-0.0181090525782299
China,CHN,Asia,Caña de azúcar,2011-01-01,1931131,50.76,98033799,254,3692,0.0429922446488592
China,CHN,Asia,Trigo,2011-01-01,4422500,2.68,11851403,295,8570,-0.0268144452588589
China,CHN,Asia,Café,2011-01-01,97729,0.9,87822,238,4232,-0.005042498862592
China,CHN,Asia,Girasol,2011-01-01,47398,2.76,130884,257,2025,0.0077347905201852
China,CHN,Asia,Soja,2011-01-01,4644712,2.64,12261231,117,9019,0.0027715019627782
China,CHN,Asia,Cebada,2011-01-01,1271965,3.27,4155217,140,8501,0.0117362679336424
China,CHN,Asia,Té,2012-01-01,162985,3.09,503866,130,2931,-0.0261427273561209
China,CHN,Asia,Arroz,2012-01-01,1531472,5.96,9122751,85,7286,-0.0076961217926787
China,CHN,Asia,Caña de azúcar,2012-01-01,9104123,123.63,1125569194,192,3733,-0.0010357973807791
China,CHN,Asia,Trigo,2012-01-01,2590284,8.2,21237643,293,1157,-0.0015391080554316
China,CHN,Asia,Café,2012-01-01,198173,2.43,481415,225,9056,-0.0084369564725888
China,CHN,Asia,Girasol,2012-01-01,4292269,2.05,8797410,106,5785,-0.0467304913141929
China,CHN,Asia,Soja,2012-01-01,2428440,2.99,7263071,246,9115,0.0049726184538051
China,CHN,Asia,Cebada,2012-01-01,237546,4.01,953002,188,1681,0.0260004130892308
China,CHN,Asia,Té,2013-01-01,115793,2.75,318873,242,5055,-0.0202291064897106
China,CHN,Asia,Arroz,2013-01-01,2071946,4.8,9951397,271,2923,0.0275631649880773
China,CHN,Asia,Caña de azúcar,2013-01-01,9634196,119.82,1154381363,159,3719,0.0116151199782155
China,CHN,Asia,Trigo,2013-01-01,1859291,7.09,13186433,202,9827,-0.0331622635396915
China,CHN,Asia,Café,2013-01-01,168227,1.08,182249,280,2560,-0.036441109357199
China,CHN,Asia,Girasol,2013-01-01,3647762,4.43,16177539,82,3174,-0.025032275806186
China,CHN,Asia,Soja,2013-01-01,7331881,3.3,24173528,86,5402,0.0127812820778974
China,CHN,Asia,Cebada,2013-01-01,162761,4.77,776624,181,5558,0.0194703615727544
China,CHN,Asia,Té,2014-01-01,262525,2.3,603049,248,2526,0.0230931937487053
China,CHN,Asia,Arroz,2014-01-01,2828444,7.56,21385952,151,4568,0.0468128580075823
China,CHN,Asia,Caña de azúcar,2014-01-01,9038849,81.92,740438928,197,3139,0.006614211091714
China,CHN,Asia,Trigo,2014-01-01,2953369,7.03,20759381,210,8529,-0.0483718647627255
China,CHN,Asia,Café,2014-01-01,93062,1.26,117115,101,3161,0.0382147764041998
China,CHN,Asia,Girasol,2014-01-01,2263661,1.39,3153321,220,3711,-0.0448212724951345
China,CHN,Asia,Soja,2014-01-01,6421797,3.65,23418954,230,2559,-0.0498913696308276
China,CHN,Asia,Cebada,2014-01-01,287667,4.54,1305275,52,6629,0.0317109026913298
China,CHN,Asia,Té,2015-01-01,256520,2.17,557752,72,2678,-0.0396798466791574
China,CHN,Asia,Arroz,2015-01-01,1254940,5.27,6608017,84,3340,-0.0431588392477421
China,CHN,Asia,Caña de azúcar,2015-01-01,2878085,97.71,281215400,88,7745,0.0116076012600706
China,CHN,Asia,Trigo,2015-01-01,1861984,2.28,4241102,200,7291,-0.014846435961687
China,CHN,Asia,Café,2015-01-01,418815,0.62,260308,191,5668,0.0278969652513259
China,CHN,Asia,Girasol,2015-01-01,2730337,1.81,4932350,150,5842,0.0146169774640866
China,CHN,Asia,Soja,2015-01-01,7377577,3.89,28692208,177,2163,0.0028286500936184
China,CHN,Asia,Cebada,2015-01-01,878914,5.45,4791882,195,7895,-0.0134587537151901
China,CHN,Asia,Té,2016-01-01,269207,2.76,741964,67,1225,-0.0237814722837932
China,CHN,Asia,Arroz,2016-01-01,236390,6.15,1452861,232,9209,0.0267110000665724
China,CHN,Asia,Caña de azúcar,2016-01-01,6807040,68.19,464169709,121,2369,-0.0190093114383358
China,CHN,Asia,Trigo,2016-01-01,1782936,6.41,11433534,200,2083,-0.0189830506602854
China,CHN,Asia,Café,2016-01-01,449818,0.99,444941,79,8428,0.0112296794420722
China,CHN,Asia,Girasol,2016-01-01,1336372,2.0,2669201,91,9133,0.0453016201754697
China,CHN,Asia,Soja,2016-01-01,6866178,3.6,24730989,241,5403,0.0232935837555041
China,CHN,Asia,Cebada,2016-01-01,1737707,2.72,4731015,66,5308,0.0212323248200495
China,CHN,Asia,Té,2017-01-01,43503,1.73,75435,269,3734,-0.0132312222143188
China,CHN,Asia,Arroz,2017-01-01,419700,6.32,2653907,239,9336,-0.0497431493967489
China,CHN,Asia,Caña de azúcar,2017-01-01,253342,71.24,18047536,88,3932,0.0431160077157185
China,CHN,Asia,Trigo,2017-01-01,5456740,7.75,42279937,107,6272,-0.0251736816642756
China,CHN,Asia,Café,2017-01-01,201664,0.83,168072,178,1862,-0.0320655649727694
China,CHN,Asia,Girasol,2017-01-01,454724,2.79,1269114,122,6090,-0.0172699078273881
China,CHN,Asia,Soja,2017-01-01,123256,3.22,397037,239,4974,-0.00360733094195
China,CHN,Asia,Cebada,2017-01-01,1111442,7.12,7910729,189,5016,-0.034943362320678
China,CHN,Asia,Té,2018-01-01,16083,1.52,24383,274,1157,0.0450990262143443
China,CHN,Asia,Arroz,2018-01-01,2355408,5.29,12466890,102,9680,0.0483115741894897
China,CHN,Asia,Caña de azúcar,2018-01-01,1022944,94.72,96897113,61,4792,0.0397287471931459
China,CHN,Asia,Trigo,2018-01-01,3298526,5.35,17641712,179,3187,0.0137215680032692
China,CHN,Asia,Café,2018-01-01,310620,1.81,563765,110,5778,-0.0239009061076389
China,CHN,Asia,Girasol,2018-01-01,3195579,3.0,9590952,119,4827,-0.042531256419752
China,CHN,Asia,Soja,2018-01-01,6089943,3.01,18301075,165,8635,-0.0185966712187882
China,CHN,Asia,Cebada,2018-01-01,675906,4.89,3305596,117,2964,-0.0409579111951475
China,CHN,Asia,Té,2019-01-01,191851,2.47,473306,263,6370,-0.03516762026309
China,CHN,Asia,Arroz,2019-01-01,1725992,4.0,6896976,259,3848,-0.046891790664124
China,CHN,Asia,Caña de azúcar,2019-01-01,7611704,83.65,636724571,76,3290,-0.0378546744495951
China,CHN,Asia,Trigo,2019-01-01,1616415,3.02,4888424,211,2376,0.0082323801414063
China,CHN,Asia,Café,2019-01-01,400731,0.71,283947,215,8265,0.0309298665291007
China,CHN,Asia,Girasol,2019-01-01,2427346,1.78,4313175,286,8096,0.0321685401532283
China,CHN,Asia,Soja,2019-01-01,296646,3.03,899069,282,4066,-0.0225018230975757
China,CHN,Asia,Cebada,2019-01-01,323320,2.54,820195,125,9173,-0.0088007793703834
China,CHN,Asia,Té,2020-01-01,35001,1.09,38266,214,9614,-0.0250852244863254
China,CHN,Asia,Arroz,2020-01-01,3069096,8.28,25412303,141,8859,0.0044517806034051
China,CHN,Asia,Caña de azúcar,2020-01-01,9910030,77.85,771463505,131,4588,-0.0470696539463365
China,CHN,Asia,Trigo,2020-01-01,2912319,2.84,8267307,246,4813,0.0473979861733502
China,CHN,Asia,Café,2020-01-01,296959,1.08,321465,238,1916,0.0264049723717511
China,CHN,Asia,Girasol,2020-01-01,6340629,3.42,21667266,264,3846,-0.0323899632420009
China,CHN,Asia,Soja,2020-01-01,7497946,3.85,28902024,230,6761,0.0447558735070015
China,CHN,Asia,Cebada,2020-01-01,1286586,7.22,9286449,298,9064,0.0042124601520993
Francia,FRA,Europa,Trigo,2011-01-01,25895,4.56,117982,137,3907,0.0418780787307206
Francia,FRA,Europa,Caña de azúcar,2011-01-01,5559740,57.97,322291162,86,2817,0.0346480887579134
Francia,FRA,Europa,Maíz,2011-01-01,1347210,6.4,8623163,75,6514,-0.019823484627453
Francia,FRA,Europa,Café,2011-01-01,82475,2.0,164546,174,6198,-0.0325797329044469
Francia,FRA,Europa,Algodón,2011-01-01,2996868,3.67,11001262,220,3872,-0.0121615891852801
Francia,FRA,Europa,Soja,2011-01-01,2562682,3.41,8743027,292,7415,0.0350756965535008
Francia,FRA,Europa,Cebada,2011-01-01,1217255,3.06,3729649,297,4619,0.0139646772783623
Francia,FRA,Europa,Girasol,2011-01-01,4110573,1.8,7408674,131,3750,0.0136186770240368
Francia,FRA,Europa,Trigo,2012-01-01,2998434,3.92,11758877,67,6742,-0.0243342058457285
Francia,FRA,Europa,Caña de azúcar,2012-01-01,30581,59.86,1830466,92,7783,-0.0006918006526152
Francia,FRA,Europa,Maíz,2012-01-01,9241058,6.92,63939999,197,4695,-0.0337343488251511
Francia,FRA,Europa,Café,2012-01-01,430040,0.43,182849,76,2215,-0.015819179885011
Francia,FRA,Europa,Algodón,2012-01-01,713460,3.64,2600560,73,6536,0.0094030544052094
Francia,FRA,Europa,Soja,2012-01-01,4187540,3.98,16653198,205,8113,-0.0342896222669215
Francia,FRA,Europa,Cebada,2012-01-01,423140,5.79,2449296,286,9849,-0.0234735230650023
Francia,FRA,Europa,Girasol,2012-01-01,1979041,1.64,3252517,175,3516,-0.0445495148294948
Francia,FRA,Europa,Trigo,2013-01-01,711089,4.13,2938255,101,2589,-0.0474264307268314
Francia,FRA,Europa,Caña de azúcar,2013-01-01,4739070,103.83,492063129,250,7512,-0.002905554705041
Francia,FRA,Europa,Maíz,2013-01-01,4891914,3.35,16398589,276,7249,-0.0130598335068055
Francia,FRA,Europa,Café,2013-01-01,139998,1.38,192528,194,2009,-0.034886932557646
Francia,FRA,Europa,Algodón,2013-01-01,429131,1.19,512051,298,4727,0.0053601906157908
Francia,FRA,Europa,Soja,2013-01-01,7382666,4.44,32789867,289,8779,0.0072714290631218
Francia,FRA,Europa,Cebada,2013-01-01,616290,3.43,2114426,178,9467,0.0300450336720685
Francia,FRA,Europa,Girasol,2013-01-01,1299511,1.73,2249765,92,4471,0.0308460721319363
Francia,FRA,Europa,Trigo,2014-01-01,3379919,2.41,8159385,260,3422,0.0334108118676004
Francia,FRA,Europa,Caña de azúcar,2014-01-01,1102376,67.73,74667888,269,5525,0.0019688177542069
Francia,FRA,Europa,Maíz,2014-01-01,340482,8.98,3059212,157,2843,-0.0085557601231021
Francia,FRA,Europa,Café,2014-01-01,293964,1.74,510944,77,2654,0.0285745630309677
Francia,FRA,Europa,Algodón,2014-01-01,1587424,3.44,5466572,196,8750,-0.0462534329502286
Francia,FRA,Europa,Soja,2014-01-01,1225700,3.89,4766252,151,6431,0.0190513754170978
Francia,FRA,Europa,Cebada,2014-01-01,933176,5.68,5297900,259,5965,-0.0189050702152053
Francia,FRA,Europa,Girasol,2014-01-01,910255,2.89,2627318,240,8259,0.0274030900193924
Francia,FRA,Europa,Trigo,2015-01-01,3447131,4.62,15935062,283,7671,0.0240944798920007
Francia,FRA,Europa,Caña de azúcar,2015-01-01,6868529,98.68,677798895,129,9303,-0.0096614858987556
Francia,FRA,Europa,Maíz,2015-01-01,9775158,6.75,65937535,263,4288,0.0336976677608695
Francia,FRA,Europa,Café,2015-01-01,231402,0.52,119476,144,8605,0.0005126374937163
Francia,FRA,Europa,Algodón,2015-01-01,556166,2.72,1512868,164,3909,0.0460520378280287
Francia,FRA,Europa,Soja,2015-01-01,4762741,3.1,14748171,241,2480,-0.0214930623565238
Francia,FRA,Europa,Cebada,2015-01-01,345478,5.58,1927653,106,4688,0.017769524609097
Francia,FRA,Europa,Girasol,2015-01-01,3333903,3.3,11004498,224,1145,-0.0025902793470655
Francia,FRA,Europa,Trigo,2016-01-01,1358516,4.17,5664819,256,6004,0.0212740488104704
Francia,FRA,Europa,Caña de azúcar,2016-01-01,5076769,77.52,393559386,114,4575,-0.0033301984502784
Francia,FRA,Europa,Maíz,2016-01-01,7345376,6.55,48090842,297,7131,0.00614571172546
Francia,FRA,Europa,Café,2016-01-01,158090,0.8,127098,120,6327,0.036149160025183
Francia,FRA,Europa,Algodón,2016-01-01,2865234,3.71,10623762,182,4937,0.0399687044745494
Francia,FRA,Europa,Soja,2016-01-01,7648388,3.75,28662861,85,1417,0.0155400570462441
Francia,FRA,Europa,Cebada,2016-01-01,655118,5.85,3829336,199,4111,-0.0156832950364426
Francia,FRA,Europa,Girasol,2016-01-01,4934310,3.11,15361424,141,9311,-0.0199805171449339
Francia,FRA,Europa,Trigo,2017-01-01,4337131,2.3,9979225,116,3999,0.0446923380193951
Francia,FRA,Europa,Caña de azúcar,2017-01-01,1792527,72.49,129934281,157,6428,-0.0128317570235138
Francia,FRA,Europa,Maíz,2017-01-01,8406925,9.83,82606555,199,2166,-0.0027780317593916
Francia,FRA,Europa,Café,2017-01-01,59367,2.0,118758,63,3470,-0.0362634740826876
Francia,FRA,Europa,Algodón,2017-01-01,1604508,5.25,8429029,86,6183,0.0362393943337116
Francia,FRA,Europa,Soja,2017-01-01,673748,3.3,2225200,212,1950,-0.0495286498576006
Francia,FRA,Europa,Cebada,2017-01-01,1531785,4.82,7377694,251,2442,-0.0370594042431714
Francia,FRA,Europa,Girasol,2017-01-01,3654984,2.64,9650519,59,9745,-0.0300585748771883
Francia,FRA,Europa,Trigo,2018-01-01,136608,8.18,1117844,54,1067,0.0126686928671622
Francia,FRA,Europa,Caña de azúcar,2018-01-01,5446391,66.28,360992294,128,3736,-0.0434712977529735
Francia,FRA,Europa,Maíz,2018-01-01,4315885,6.29,27133498,161,3192,-0.015726716074244
Francia,FRA,Europa,Café,2018-01-01,230829,1.94,448625,257,7609,-0.048087526687668
Francia,FRA,Europa,Algodón,2018-01-01,517471,1.32,684620,81,7006,0.021111009009585
Francia,FRA,Europa,Soja,2018-01-01,3734645,3.88,14481520,62,1785,0.0161969915837894
Francia,FRA,Europa,Cebada,2018-01-01,51321,2.22,113980,81,9966,-0.0247261706930426
Francia,FRA,Europa,Girasol,2018-01-01,1954569,2.86,5589285,219,2654,0.0162482965888896
Francia,FRA,Europa,Trigo,2019-01-01,1103872,5.25,5796128,208,2928,-0.0217293231829907
Francia,FRA,Europa,Caña de azúcar,2019-01-01,9924801,58.78,583398817,183,4304,-0.0142078163449192
Francia,FRA,Europa,Maíz,2019-01-01,2802897,2.98,8364455,288,8875,-0.0169396383803298
Francia,FRA,Europa,Café,2019-01-01,294790,0.59,172477,176,3443,0.0449446015731116
Francia,FRA,Europa,Algodón,2019-01-01,378722,2.47,935387,109,8483,0.0488665930757604
Francia,FRA,Europa,Soja,2019-01-01,3763862,3.25,12248712,268,5760,-0.0139785335946112
Francia,FRA,Europa,Cebada,2019-01-01,1016661,4.59,4667702,61,1158,0.0351998725074488
Francia,FRA,Europa,Girasol,2019-01-01,1620329,2.84,4599763,118,2522,-0.0127377846725551
Francia,FRA,Europa,Trigo,2020-01-01,947329,4.86,4605855,148,8835,0.029989909694895
Francia,FRA,Europa,Caña de azúcar,2020-01-01,3177698,62.49,198565980,291,3611,-0.039628689426163
Francia,FRA,Europa,Maíz,2020-01-01,10551668,8.35,88085375,147,6875,0.0111358419275404
Francia,FRA,Europa,Café,2020-01-01,581127,2.3,1338017,285,8997,-0.0387062520626232
Francia,FRA,Europa,Algodón,2020-01-01,198939,1.08,214634,272,9598,0.026752871828991
Francia,FRA,Europa,Soja,2020-01-01,5229927,3.88,20268918,182,9570,0.0188241643462927
Francia,FRA,Europa,Cebada,2020-01-01,1017381,4.13,4203011,223,7305,-0.0351345547742895
Francia,FRA,Europa,Girasol,2020-01-01,577596,1.79,1034442,170,9123,0.0369415634612767
Alemania,DEU,Europa,Soja,2011-01-01,5398254,3.21,17310419,163,8341,-0.0411980138297459
Alemania,DEU,Europa,Caña de azúcar,2011-01-01,5338785,70.14,374446753,76,7609,-0.008766145232445
Alemania,DEU,Europa,Girasol,2011-01-01,11512,4.01,46148,213,5990,0.0390110898825062
Alemania,DEU,Europa,Té,2011-01-01,241629,2.38,573983,107,8445,-0.0168027374445268
Alemania,DEU,Europa,Trigo,2011-01-01,4062211,5.87,23847803,74,4633,-0.0497803052206657
Alemania,DEU,Europa,Café,2011-01-01,332472,2.24,745221,229,2741,-0.0454221890144965
Alemania,DEU,Europa,Maíz,2011-01-01,2427380,9.34,22672727,115,4209,-0.0312456599468396
Alemania,DEU,Europa,Cebada,2011-01-01,850939,3.34,2838516,136,2765,0.0257149341810273
Alemania,DEU,Europa,Soja,2012-01-01,5174134,4.68,24195335,165,8493,0.0158456695000202
Alemania,DEU,Europa,Caña de azúcar,2012-01-01,2396761,101.16,242465865,191,8091,0.0338816110678916
Alemania,DEU,Europa,Girasol,2012-01-01,4309725,3.77,16246391,94,3103,-0.0396446038876432
Alemania,DEU,Europa,Té,2012-01-01,173624,2.19,380432,284,5067,-0.0226404120043888
Alemania,DEU,Europa,Trigo,2012-01-01,2629886,3.92,10308998,229,9393,-0.0201086865044575
Alemania,DEU,Europa,Café,2012-01-01,465996,1.25,584593,105,4291,-0.0290287303744498
Alemania,DEU,Europa,Maíz,2012-01-01,6079788,8.57,52096663,299,3913,0.0003893439043249
Alemania,DEU,Europa,Cebada,2012-01-01,701274,5.61,3933606,199,7839,0.0174243485539173
Alemania,DEU,Europa,Soja,2013-01-01,4872539,3.82,18623769,183,2744,-0.0474727858745527
Alemania,DEU,Europa,Caña de azúcar,2013-01-01,923474,71.14,65698549,123,5105,-0.0353571609859304
Alemania,DEU,Europa,Girasol,2013-01-01,2361916,1.86,4386555,165,2679,0.0116108833760286
Alemania,DEU,Europa,Té,2013-01-01,307453,3.05,937549,110,9370,0.0284307172870886
Alemania,DEU,Europa,Trigo,2013-01-01,2581351,4.86,12552324,156,6122,0.0465833213568662
Alemania,DEU,Europa,Café,2013-01-01,370947,1.14,422736,272,8259,0.0329983481955144
Alemania,DEU,Europa,Maíz,2013-01-01,6763106,8.7,58852779,248,4170,-0.0205822278195508
Alemania,DEU,Europa,Cebada,2013-01-01,1389206,3.5,4865054,80,7180,-0.0459365767028124
Alemania,DEU,Europa,Soja,2014-01-01,2212295,2.64,5847509,134,8640,0.0209689296316314
Alemania,DEU,Europa,Caña de azúcar,2014-01-01,2464081,130.07,320503951,210,5934,-0.0009449058846323
Alemania,DEU,Europa,Girasol,2014-01-01,3119278,1.8,5602407,294,4012,0.0020606287331703
Alemania,DEU,Europa,Té,2014-01-01,90740,1.63,148035,106,4495,0.0163334476440276
Alemania,DEU,Europa,Trigo,2014-01-01,2448628,3.68,9007544,193,1144,-0.0385278048597734
Alemania,DEU,Europa,Café,2014-01-01,125645,2.5,314329,295,1653,0.0182551360768527
Alemania,DEU,Europa,Maíz,2014-01-01,1970628,5.42,10671889,283,9468,0.0322109064239966
Alemania,DEU,Europa,Cebada,2014-01-01,1680186,4.0,6717294,216,4154,-0.0179687242851445
Alemania,DEU,Europa,Soja,2015-01-01,789168,3.39,2675561,51,2072,-0.0289218525064475
Alemania,DEU,Europa,Caña de azúcar,2015-01-01,3797050,95.61,363043576,187,8130,0.0146561159318345
Alemania,DEU,Europa,Girasol,2015-01-01,1484901,1.45,2151027,68,1889,-0.0322007836444565
Alemania,DEU,Europa,Té,2015-01-01,36065,1.78,64087,149,8391,0.0130217264625787
Alemania,DEU,Europa,Trigo,2015-01-01,163030,3.13,510303,234,2036,0.0255960596695177
Alemania,DEU,Europa,Café,2015-01-01,385881,2.07,800024,124,5937,0.010656584118683
Alemania,DEU,Europa,Maíz,2015-01-01,7225117,5.5,39734991,90,9740,-0.0280134274539489
Alemania,DEU,Europa,Cebada,2015-01-01,1826359,6.13,11198736,86,5883,0.0177289045505062
Alemania,DEU,Europa,Soja,2016-01-01,7824449,5.1,39906614,52,3316,-0.0376764841066501
Alemania,DEU,Europa,Caña de azúcar,2016-01-01,5874725,102.35,601271048,241,6633,-0.0288263057078015
Alemania,DEU,Europa,Girasol,2016-01-01,5006056,1.61,8079622,114,4183,-0.0385377457876816
Alemania,DEU,Europa,Té,2016-01-01,322978,3.48,1125495,190,8557,0.0144674513859038
Alemania,DEU,Europa,Trigo,2016-01-01,530001,3.15,1671878,293,6420,-0.0142861640988177
Alemania,DEU,Europa,Café,2016-01-01,134399,0.82,110423,131,8960,-0.0049354021785065
Alemania,DEU,Europa,Maíz,2016-01-01,5577029,6.9,38469124,256,6182,0.0458658921929503
Alemania,DEU,Europa,Cebada,2016-01-01,617228,3.2,1976410,161,5533,0.0340110058780655
Alemania,DEU,Europa,Soja,2017-01-01,5644663,3.09,17421273,248,6004,-0.0013028617563308
Alemania,DEU,Europa,Caña de azúcar,2017-01-01,1250135,112.72,140910944,187,4218,-0.0236765349406416
Alemania,DEU,Europa,Girasol,2017-01-01,770718,3.78,2910842,211,1511,0.031264239983179
Alemania,DEU,Europa,Té,2017-01-01,119253,2.91,346798,188,8734,0.0153908139282444
Alemania,DEU,Europa,Trigo,2017-01-01,3031845,3.96,12013771,124,3193,-0.0035298857829547
Alemania,DEU,Europa,Café,2017-01-01,217241,0.91,197697,296,3717,0.025720607127351
Alemania,DEU,Europa,Maíz,2017-01-01,2529076,5.26,13296633,297,3395,0.0235919808834824
Alemania,DEU,Europa,Cebada,2017-01-01,779864,2.68,2092322,117,7052,-0.026598133114868
Alemania,DEU,Europa,Soja,2018-01-01,4889234,4.04,19746956,166,1760,-0.0460095301415102
Alemania,DEU,Europa,Caña de azúcar,2018-01-01,1922703,113.29,217830531,263,5314,0.0078631434920058
Alemania,DEU,Europa,Girasol,2018-01-01,3391922,2.78,9423673,263,2275,0.0016662897553938
Alemania,DEU,Europa,Té,2018-01-01,116256,2.12,246949,174,8898,0.0387171943517111
Alemania,DEU,Europa,Trigo,2018-01-01,1011512,4.16,4204221,121,4465,-0.0349759592213439
Alemania,DEU,Europa,Café,2018-01-01,287174,1.51,432668,257,6410,0.0220255658874949
Alemania,DEU,Europa,Maíz,2018-01-01,8402185,6.87,57762771,155,1367,-0.025632969257873
Alemania,DEU,Europa,Cebada,2018-01-01,1117777,2.78,3104287,196,3406,-0.0444087995839555
Alemania,DEU,Europa,Soja,2019-01-01,1463520,3.88,5675885,213,1305,0.0378508982953036
Alemania,DEU,Europa,Caña de azúcar,2019-01-01,5516868,106.9,589758724,170,8891,-0.0329433216010303
Alemania,DEU,Europa,Girasol,2019-01-01,1462104,3.15,4609433,218,9369,-0.023547930145471
