pais,anio_num,cultivo,produccion,rendimiento,superficie
Estados Unidos,2015,Maíz,66907564,11.0,6082617
Estados Unidos,2015,Trigo,4087613,5.51,741243
Estados Unidos,2015,Té,91683,2.47,37181
Estados Unidos,2016,Algodón,1731601,2.14,809350
Estados Unidos,2016,Arroz,16979569,8.18,2074784
Estados Unidos,2016,Caña de azúcar,512167955,67.34,7605385
Estados Unidos,2016,Cebada,1561657,3.46,450723
Estados Unidos,2016,Girasol,828592,1.67,496324
Estados Unidos,2016,Maíz,24723101,8.79,2811278
Estados Unidos,2016,Trigo,18881779,4.37,4316022
Estados Unidos,2016,Té,204149,0.96,213023
Estados Unidos,2017,Algodón,5124906,3.3,1551080
Estados Unidos,2017,Arroz,12076480,5.13,2355072
Estados Unidos,2017,Caña de azúcar,312653511,95.73,3265959
Estados Unidos,2017,Cebada,3281328,3.74,878533
Estados Unidos,2017,Girasol,8463505,2.7,3138794
Estados Unidos,2017,Maíz,37396696,7.74,4829549
Estados Unidos,2017,Trigo,6427423,3.08,2088849
Estados Unidos,2017,Té,282443,1.94,145612
Estados Unidos,2018,Algodón,3780271,1.59,2380383
Estados Unidos,2018,Arroz,5979789,4.44,1347592
Estados Unidos,2018,Caña de azúcar,42919275,82.73,518763
Estados Unidos,2018,Cebada,7020665,4.48,1565754
Estados Unidos,2018,Girasol,653243,2.46,265813
Estados Unidos,2018,Maíz,14008334,6.04,2320189
Estados Unidos,2018,Trigo,8870010,3.5,2531674
Estados Unidos,2018,Té,287538,1.15,250502
Estados Unidos,2019,Algodón,1751980,4.38,399791
Estados Unidos,2019,Arroz,949799,4.81,197640
Estados Unidos,2019,Caña de azúcar,409650994,54.67,7492961
Estados Unidos,2019,Cebada,2314849,3.34,692271
Estados Unidos,2019,Girasol,4814466,1.33,3622258
Estados Unidos,2019,Maíz,33693619,5.84,5773045
Estados Unidos,2019,Trigo,10435086,3.11,3350284
Estados Unidos,2019,Té,594773,1.97,302617
Estados Unidos,2020,Algodón,6595382,3.29,2007293
Estados Unidos,2020,Arroz,8951028,6.1,1467721
Estados Unidos,2020,Caña de azúcar,959203855,105.62,9081402
Estados Unidos,2020,Cebada,199266,2.76,72231
Estados Unidos,2020,Girasol,5905368,1.65,3568661
Estados Unidos,2020,Maíz,11016129,8.15,1352354
Estados Unidos,2020,Trigo,23972607,5.29,4531938
Estados Unidos,2020,Té,306478,1.36,224618
Francia,2011,Algodón,11001262,3.67,2996868
Francia,2011,Café,164546,2.0,82475
Francia,2011,Caña de azúcar,322291162,57.97,5559740
Francia,2011,Cebada,3729649,3.06,1217255
Francia,2011,Girasol,7408674,1.8,4110573
Francia,2011,Maíz,8623163,6.4,1347210
Francia,2011,Soja,8743027,3.41,2562682
Francia,2011,Trigo,117982,4.56,25895
Francia,2012,Algodón,2600560,3.64,713460
Francia,2012,Café,182849,0.43,430040
Francia,2012,Caña de azúcar,1830466,59.86,30581
Francia,2012,Cebada,2449296,5.79,423140
Francia,2012,Girasol,3252517,1.64,1979041
Francia,2012,Maíz,63939999,6.92,9241058
Francia,2012,Soja,16653198,3.98,4187540
Francia,2012,Trigo,11758877,3.92,2998434
Francia,2013,Algodón,512051,1.19,429131
Francia,2013,Café,192528,1.38,139998
Francia,2013,Caña de azúcar,492063129,103.83,4739070
Francia,2013,Cebada,2114426,3.43,616290
Francia,2013,Girasol,2249765,1.73,1299511
Francia,2013,Maíz,16398589,3.35,4891914
Francia,2013,Soja,32789867,4.44,7382666
Francia,2013,Trigo,2938255,4.13,711089
Francia,2014,Algodón,5466572,3.44,1587424
Francia,2014,Café,510944,1.74,293964
Francia,2014,Caña de azúcar,74667888,67.73,1102376
Francia,2014,Cebada,5297900,5.68,933176
Francia,2014,Girasol,2627318,2.89,910255
Francia,2014,Maíz,3059212,8.98,340482
Francia,2014,Soja,4766252,3.89,1225700
Francia,2014,Trigo,8159385,2.41,3379919
Francia,2015,Algodón,1512868,2.72,556166
Francia,2015,Café,119476,0.52,231402
Francia,2015,Caña de azúcar,677798895,98.68,6868529
Francia,2015,Cebada,1927653,5.58,345478
Francia,2015,Girasol,11004498,3.3,3333903
Francia,2015,Maíz,65937535,6.75,9775158
Francia,2015,Soja,14748171,3.1,4762741
Francia,2015,Trigo,15935062,4.62,3447131
Francia,2016,Algodón,10623762,3.71,2865234
Francia,2016,Café,127098,0.8,158090
Francia,2016,Caña de azúcar,393559386,77.52,5076769
Francia,2016,Cebada,3829336,5.85,655118
Francia,2016,Girasol,15361424,3.11,4934310
Francia,2016,Maíz,48090842,6.55,7345376
Francia,2016,Soja,28662861,3.75,7648388
Francia,2016,Trigo,5664819,4.17,1358516
Francia,2017,Algodón,8429029,5.25,1604508
Francia,2017,Café,118758,2.0,59367
Francia,2017,Caña de azúcar,129934281,72.49,1792527
Francia,2017,Cebada,7377694,4.82,1531785
Francia,2017,Girasol,9650519,2.64,3654984
Francia,2017,Maíz,82606555,9.83,8406925
Francia,2017,Soja,2225200,3.3,673748
Francia,2017,Trigo,9979225,2.3,4337131
Francia,2018,Algodón,684620,1.32,517471
Francia,2018,Café,448625,1.94,230829
Francia,2018,Caña de azúcar,360992294,66.28,5446391
Francia,2018,Cebada,113980,2.22,51321
Francia,2018,Girasol,5589285,2.86,1954569
Francia,2018,Maíz,27133498,6.29,4315885
Francia,2018,Soja,14481520,3.88,3734645
Francia,2018,Trigo,1117844,8.18,136608
Francia,2019,Algodón,935387,2.47,378722
Francia,2019,Café,172477,0.59,294790
Francia,2019,Caña de azúcar,583398817,58.78,9924801
Francia,2019,Cebada,4667702,4.59,1016661
Francia,2019,Girasol,4599763,2.84,1620329
Francia,2019,Maíz,8364455,2.98,2802897
Francia,2019,Soja,12248712,3.25,3763862
Francia,2019,Trigo,5796128,5.25,1103872
Francia,2020,Algodón,214634,1.08,198939
Francia,2020,Café,1338017,2.3,581127
Francia,2020,Caña de azúcar,198565980,62.49,3177698
Francia,2020,Cebada,4203011,4.13,1017381
Francia,2020,Girasol,1034442,1.79,577596
Francia,2020,Maíz,88085375,8.35,10551668
Francia,2020,Soja,20268918,3.88,5229927
Francia,2020,Trigo,4605855,4.86,947329
India,2011,Algodón,3939970,1.58,2492941
India,2011,Arroz,11209388,5.44,2058871
India,2011,Café,516902,1.3,397847
India,2011,Caña de azúcar,373416731,80.57,4634750
India,2011,Cebada,4864842,2.8,1739332
India,2011,Girasol,5000849,2.2,2269062
India,2011,Trigo,19620529,7.58,2588659
India,2011,Té,281510,1.13,248340
India,2012,Algodón,6797942,2.74,2480612
India,2012,Arroz,9164387,5.89,1555805
India,2012,Café,136605,0.75,181574
India,2012,Caña de azúcar,465219356,92.35,5037771
India,2012,Cebada,5409411,4.46,1212791
India,2012,Girasol,2145640,2.68,799566
India,2012,Trigo,9962430,6.82,1461191
India,2012,Té,80375,1.73,46506
India,2013,Algodón,1255882,1.77,709464
India,2013,Arroz,627055,6.28,99921
India,2013,Café,113619,0.58,194368
India,2013,Caña de azúcar,248848979,100.41,2478284
India,2013,Cebada,7038627,3.96,1778952
India,2013,Girasol,2567206,1.3,1980186
India,2013,Trigo,20739361,7.34,2825741
India,2013,Té,57070,1.89,30162
India,2014,Algodón,2232831,1.94,1148704
India,2014,Arroz,7970650,4.63,1722902
India,2014,Café,256066,1.52,168945
India,2014,Caña de azúcar,587048732,92.87,6321138
India,2014,Cebada,1906711,5.08,375339
India,2014,Girasol,1282312,2.38,538836
India,2014,Trigo,9497254,8.2,1158110
India,2014,Té,12182,1.26,9673
India,2015,Algodón,1344769,1.63,824680
India,2015,Arroz,19331936,6.25,3091241
India,2015,Café,522375,1.14,457036
India,2015,Caña de azúcar,514954770,61.44,8381903
India,2015,Cebada,1001124,3.14,319231
India,2015,Girasol,11005432,2.34,4710171
India,2015,Trigo,10943711,2.66,4117779
India,2015,Té,51855,1.69,30603
India,2016,Algodón,7090899,2.97,2387357
India,2016,Arroz,22106129,8.31,2661735
India,2016,Café,461947,1.44,321602
India,2016,Caña de azúcar,404547795,93.11,4344791
India,2016,Cebada,1571815,3.74,420777
India,2016,Girasol,4760540,3.33,1427604
India,2016,Trigo,30334016,8.28,3664040
India,2016,Té,556002,2.01,276973
India,2017,Algodón,6926238,2.96,2341234
India,2017,Arroz,10351276,6.33,1636135
India,2017,Café,130017,0.98,132985
India,2017,Caña de azúcar,589831029,75.58,7803917
India,2017,Cebada,8125409,5.44,1493881
India,2017,Girasol,169546,2.43,69762
India,2017,Trigo,9210226,2.82,3269093
India,2017,Té,23009,1.15,20051
India,2018,Algodón,10098800,4.01,2519068
India,2018,Arroz,5217314,4.58,1138520
India,2018,Café,73103,1.55,47246
India,2018,Caña de azúcar,248624083,110.6,2247959
India,2018,Cebada,9766649,5.93,1646453
India,2018,Girasol,5856333,2.46,2378260
India,2018,Trigo,13563868,6.52,2080014
India,2018,Té,241747,1.97,122560
India,2019,Algodón,8597231,2.57,3344476
India,2019,Arroz,15557864,4.85,3204997
India,2019,Café,25438,0.71,35628
India,2019,Caña de azúcar,416010087,87.68,4744475
India,2019,Cebada,2080073,3.77,552172
India,2019,Girasol,1696050,1.95,870483
India,2019,Trigo,14711643,4.66,3154622
India,2019,Té,460311,2.31,199284
India,2020,Algodón,6592976,3.59,1835936
India,2020,Arroz,5828338,3.32,1754316
India,2020,Café,641811,1.9,337485
India,2020,Caña de azúcar,304385879,83.68,3637515
India,2020,Cebada,2127121,3.79,561344
India,2020,Girasol,17318883,3.62,4779830
India,2020,Trigo,13150041,5.96,2205280
India,2020,Té,245424,1.42,172937
Italia,2011,Algodón,1290185,2.38,542177
Italia,2011,Arroz,3301882,4.76,693364
Italia,2011,Caña de azúcar,1048129669,109.59,9563878
Italia,2011,Cebada,3871140,4.36,887279
Italia,2011,Maíz,8637525,9.61,898773
Italia,2011,Soja,3708106,3.25,1142469
Italia,2011,Trigo,12212620,3.97,3078347
Italia,2011,Té,915914,3.0,305692
Italia,2012,Algodón,6539425,3.89,1680650
Italia,2012,Arroz,2784221,4.01,694185
Italia,2012,Caña de azúcar,410212809,81.97,5004516
Italia,2012,Cebada,1308788,2.99,438318
Italia,2012,Maíz,22649333,3.35,6761265
Italia,2012,Soja,13043285,2.46,5296585
Italia,2012,Trigo,16424967,4.45,3690548
Italia,2012,Té,338646,1.74,194957
Italia,2013,Algodón,1819816,1.38,1318150
Italia,2013,Arroz,1704690,8.51,200336
Italia,2013,Caña de azúcar,419073906,76.27,5494552
Italia,2013,Cebada,6200491,4.92,1260924
Italia,2013,Maíz,51712072,5.9,8763227
Italia,2013,Soja,8337126,3.95,2110590
Italia,2013,Trigo,13899088,3.12,4458333
Italia,2013,Té,314388,1.19,263670
Italia,2014,Algodón,736898,0.86,855749
Italia,2014,Arroz,10695630,6.85,1561128
Italia,2014,Caña de azúcar,519433796,74.03,7016452
Italia,2014,Cebada,4354189,5.0,871300
Italia,2014,Maíz,28767873,7.71,3731247
Italia,2014,Soja,13153563,2.89,4549595
Italia,2014,Trigo,830564,2.17,382210
Italia,2014,Té,92752,1.36,68411
Italia,2015,Algodón,263694,1.31,201235
Italia,2015,Arroz,19181110,7.36,2607415
Italia,2015,Caña de azúcar,168695300,116.94,1442535
Italia,2015,Cebada,5669495,3.71,1529574
Italia,2015,Maíz,19915527,3.5,5694978
Italia,2015,Soja,12846783,2.98,4313967
Italia,2015,Trigo,17963894,5.37,3347921
Italia,2015,Té,186020,2.24,82894
Italia,2016,Algodón,5679848,1.91,2973112
Italia,2016,Arroz,14974997,4.92,3046476
Italia,2016,Caña de azúcar,101181314,114.03,887296
Italia,2016,Cebada,4596256,4.52,1016055
Italia,2016,Maíz,5546597,5.05,1097460
Italia,2016,Soja,10933015,2.85,3838343
Italia,2016,Trigo,22202890,5.13,4327633
Italia,2016,Té,39442,3.25,12151
Italia,2017,Algodón,4750718,1.74,2724919
Italia,2017,Arroz,1531375,3.41,449714
Italia,2017,Caña de azúcar,168028447,96.7,1737623
Italia,2017,Cebada,2558496,2.7,945971
Italia,2017,Maíz,80747593,8.97,8997045
Italia,2017,Soja,20995100,3.96,5304593
Italia,2017,Trigo,18553247,8.31,2232070
Italia,2017,Té,79203,2.31,34320
Italia,2018,Algodón,894984,1.13,789284
Italia,2018,Arroz,9466327,4.93,1920389
Italia,2018,Caña de azúcar,234301414,75.45,3105432
Italia,2018,Cebada,471967,3.06,154313
Italia,2018,Maíz,10930096,3.55,3080788
Italia,2018,Soja,20044312,3.05,6569550
Italia,2018,Trigo,24425443,6.94,3519426
Italia,2018,Té,104002,1.23,84541
Italia,2019,Algodón,1975852,2.13,926244
Italia,2019,Arroz,125645,3.63,34654
Italia,2019,Caña de azúcar,616551861,87.66,7033683
Italia,2019,Cebada,6901949,6.14,1123753
Italia,2019,Maíz,31647936,7.64,4142319
Italia,2019,Soja,10350534,3.53,2932727
Italia,2019,Trigo,25585907,5.37,4768433
Italia,2019,Té,70138,1.08,65220
Italia,2020,Algodón,5105131,1.73,2954981
Italia,2020,Arroz,5707868,8.68,657335
Italia,2020,Caña de azúcar,683478047,106.53,6416127
Italia,2020,Cebada,4623222,2.94,1571050
Italia,2020,Maíz,17380911,5.28,3292576
Italia,2020,Soja,10842100,3.01,3599904
Italia,2020,Trigo,12574146,3.93,3196905
Italia,2020,Té,34785,1.61,21549
Kenia,2011,Arroz,11111258,7.44,1492965
Kenia,2011,Café,620110,1.37,452929
Kenia,2011,Caña de azúcar,475577149,73.18,6498890
Kenia,2011,Cebada,2021500,4.62,437331
Kenia,2011,Girasol,4524849,2.54,1784943
Kenia,2011,Maíz,5783545,4.93,1173027
Kenia,2011,Trigo,151639,6.87,22088
Kenia,2011,Té,25776,1.54,16749
Kenia,2012,Arroz,15855100,6.2,2556896
Kenia,2012,Café,366972,1.47,249802
Kenia,2012,Caña de azúcar,667689700,90.22,7400951
Kenia,2012,Cebada,4625930,5.26,880268
Kenia,2012,Girasol,8215576,1.66,4940331
Kenia,2012,Maíz,7271222,5.0,1455027
Kenia,2012,Trigo,20762360,5.51,3770500
Kenia,2012,Té,74658,1.65,45374
Kenia,2013,Arroz,16324468,6.35,2569032
Kenia,2013,Café,329794,1.3,253096
Kenia,2013,Caña de azúcar,446340871,92.28,4836926
Kenia,2013,Cebada,2073817,3.3,628392
Kenia,2013,Girasol,13615017,2.9,4689013
Kenia,2013,Maíz,28664605,9.38,3057111
Kenia,2013,Trigo,17262710,6.73,2563490
Kenia,2013,Té,647198,2.33,277349
Kenia,2014,Arroz,14998870,7.44,2016633
Kenia,2014,Café,745690,1.75,425342
Kenia,2014,Caña de azúcar,636827012,75.18,8470852
Kenia,2014,Cebada,7862929,4.05,1942573
Kenia,2014,Girasol,16878127,3.62,4660007
Kenia,2014,Maíz,11732977,3.56,3295354
Kenia,2014,Trigo,24609219,5.6,4393220
Kenia,2014,Té,412781,1.72,240227
Kenia,2015,Arroz,8444066,4.3,1961485
Kenia,2015,Café,709233,2.16,327831
Kenia,2015,Caña de azúcar,330727375,72.14,4584607
Kenia,2015,Cebada,3291619,5.2,632997
Kenia,2015,Girasol,14528132,3.21,4525872
Kenia,2015,Maíz,5688373,2.87,1982022
Kenia,2015,Trigo,10809525,3.68,2938483
Kenia,2015,Té,2775,2.84,977
Kenia,2016,Arroz,3412468,4.5,757967
Kenia,2016,Café,860857,2.03,424681
Kenia,2016,Caña de azúcar,92429766,101.68,909055
Kenia,2016,Cebada,887567,3.89,228229
Kenia,2016,Girasol,10845703,2.09,5185918
Kenia,2016,Maíz,68617313,7.52,9121935
Kenia,2016,Trigo,11027203,4.42,2496554
Kenia,2016,Té,37747,1.68,22521
Kenia,2017,Arroz,6526783,6.2,1051878
Kenia,2017,Café,295845,0.94,314278
Kenia,2017,Caña de azúcar,432385185,94.7,4565601
Kenia,2017,Cebada,9349852,5.18,1805472
Kenia,2017,Girasol,15455828,3.46,4472267
Kenia,2017,Maíz,47938790,7.56,6339875
Kenia,2017,Trigo,19131400,5.06,3778155
Kenia,2017,Té,473667,2.05,230812
Kenia,2018,Arroz,622506,3.59,173252
Kenia,2018,Café,66977,0.58,115552
Kenia,2018,Caña de azúcar,174870717,103.71,1686198
Kenia,2018,Cebada,1600530,3.31,483043
Kenia,2018,Girasol,4780870,1.52,3146677
Kenia,2018,Maíz,38164444,4.08,9348544
Kenia,2018,Trigo,7773153,7.5,1036704
Kenia,2018,Té,63718,1.0,63469
Kenia,2019,Arroz,5057766,4.85,1042436
Kenia,2019,Café,574268,2.1,273381
Kenia,2019,Caña de azúcar,249612599,75.82,3291975
Kenia,2019,Cebada,1761352,2.69,654159
Kenia,2019,Girasol,7758298,1.58,4920022
Kenia,2019,Maíz,47908968,6.95,6895963
Kenia,2019,Trigo,2092115,2.1,994109
Kenia,2019,Té,273835,3.2,85652
Kenia,2020,Arroz,16508239,6.83,2415943
Kenia,2020,Café,232904,1.15,202111
Kenia,2020,Caña de azúcar,82640053,58.47,1413264
Kenia,2020,Cebada,3261264,3.02,1079738
Kenia,2020,Girasol,12677903,3.64,3483346
Kenia,2020,Maíz,38945261,7.47,5214983
Kenia,2020,Trigo,9252513,7.58,1221116
Kenia,2020,Té,700065,2.67,262109
México,2011,Algodón,1678814,1.79,935857
México,2011,Arroz,1477876,4.04,365417
México,2011,Café,599893,1.49,401549
México,2011,Caña de azúcar,288105574,86.07,3347197
México,2011,Cebada,423930,3.88,109341
México,2011,Maíz,6565824,4.04,1625460
México,2011,Soja,15956246,4.12,3870462
México,2011,Trigo,12624148,4.67,2703542
México,2012,Algodón,139896,2.14,65258
México,2012,Arroz,2782687,4.17,668085
México,2012,Café,399089,2.0,199720
México,2012,Caña de azúcar,271160952,57.2,4740596
México,2012,Cebada,3407901,4.17,816265
México,2012,Maíz,15665533,4.14,3779997
México,2012,Soja,16350855,3.25,5026622
México,2012,Trigo,6483220,7.59,853885
México,2013,Algodón,5087092,4.02,1265920
México,2013,Arroz,17710587,6.7,2642448
México,2013,Café,86812,1.22,71253
México,2013,Caña de azúcar,462767227,77.53,5968525
México,2013,Cebada,7369231,3.85,1912781
México,2013,Maíz,20767825,4.93,4213483
México,2013,Soja,8012186,3.08,2601154
México,2013,Trigo,7366780,5.47,1347622
México,2014,Algodón,8487553,3.07,2763396
México,2014,Arroz,12682498,5.77,2196872
México,2014,Café,541171,2.11,256677
México,2014,Caña de azúcar,555191162,109.37,5076116
México,2014,Cebada,6116359,3.43,1782729
México,2014,Maíz,10299903,7.75,1329152
México,2014,Soja,15682227,2.15,7307008
México,2014,Trigo,23699937,6.85,3459302
México,2015,Algodón,3539324,2.73,1295123
México,2015,Arroz,9705553,4.75,2042275
México,2015,Café,100148,1.76,56763
México,2015,Caña de azúcar,343604544,89.45,3841191
México,2015,Cebada,6690810,4.0,1672704
México,2015,Maíz,82214280,9.22,8920733
México,2015,Soja,3655825,2.62,1396210
México,2015,Trigo,6895036,4.4,1568680
México,2016,Algodón,172237,2.75,62652
México,2016,Arroz,5018747,5.61,893835
México,2016,Café,74808,0.79,94934
México,2016,Caña de azúcar,52955290,106.68,496406
México,2016,Cebada,5548971,4.35,1275685
México,2016,Maíz,53144280,6.22,8549934
México,2016,Soja,23304450,2.94,7925431
México,2016,Trigo,20149739,5.97,3374476
México,2017,Algodón,9931194,3.33,2979221
México,2017,Arroz,18748687,6.9,2716916
México,2017,Café,13349,1.78,7519
México,2017,Caña de azúcar,505069939,126.18,4002623
México,2017,Cebada,3274301,2.76,1187385
México,2017,Maíz,63606604,9.91,6416585
México,2017,Soja,25021680,3.82,6552179
México,2017,Trigo,182598,2.43,75267
México,2018,Algodón,3726245,1.95,1906672
México,2018,Arroz,861831,5.88,146647
México,2018,Café,269198,1.01,265723
México,2018,Caña de azúcar,37030900,70.88,522417
México,2018,Cebada,5124657,3.58,1432444
México,2018,Maíz,22175430,3.28,6756643
México,2018,Soja,21167156,3.07,6886929
México,2018,Trigo,1650061,7.08,233211
México,2019,Algodón,10700337,3.77,2839404
México,2019,Arroz,20480001,6.02,3400799
México,2019,Café,231306,1.35,171281
México,2019,Caña de azúcar,922178053,76.58,12041881
México,2019,Cebada,3304838,5.18,637786
México,2019,Maíz,4052707,7.28,556693
México,2019,Soja,21758667,4.76,4569945
México,2019,Trigo,1022593,4.55,224613
México,2020,Algodón,6267890,2.49,2514368
México,2020,Arroz,20035304,5.85,3425226
México,2020,Café,88583,1.33,66721
México,2020,Caña de azúcar,220999233,73.9,2990681
México,2020,Cebada,9666690,5.11,1892781
México,2020,Maíz,34938986,10.62,3289794
México,2020,Soja,31810766,4.36,7290204
México,2020,Trigo,12615934,6.07,2078143
Nueva Zelanda,2011,Algodón,3233987,3.36,962947
Nueva Zelanda,2011,Arroz,5192522,4.06,1278169
Nueva Zelanda,2011,Café,227221,0.62,364197
Nueva Zelanda,2011,Caña de azúcar,106273126,70.36,1510485
Nueva Zelanda,2011,Cebada,6526636,5.56,1172950
Nueva Zelanda,2011,Girasol,14013372,3.11,4509461
Nueva Zelanda,2011,Maíz,71605324,8.51,8415901
Nueva Zelanda,2011,Trigo,13296328,4.54,2929603
Nueva Zelanda,2012,Algodón,9684267,4.71,2054057
Nueva Zelanda,2012,Arroz,644684,5.82,110795
Nueva Zelanda,2012,Café,99739,1.14,87457
Nueva Zelanda,2012,Caña de azúcar,248164785,72.11,3441473
Nueva Zelanda,2012,Cebada,6404827,3.11,2059084
Nueva Zelanda,2012,Girasol,2432676,1.77,1372963
Nueva Zelanda,2012,Maíz,35020655,4.51,7766304
Nueva Zelanda,2012,Trigo,31201887,6.2,5033477
Nueva Zelanda,2013,Algodón,568922,1.51,376410
Nueva Zelanda,2013,Arroz,2986140,4.88,611929
Nueva Zelanda,2013,Café,398675,2.47,161185
Nueva Zelanda,2013,Caña de azúcar,583046704,89.12,6542289
Nueva Zelanda,2013,Cebada,4203926,4.5,935184
Nueva Zelanda,2013,Girasol,2618022,3.3,794193
Nueva Zelanda,2013,Maíz,27286063,3.92,6957685
Nueva Zelanda,2013,Trigo,18802478,3.87,4856973
Nueva Zelanda,2014,Algodón,745147,1.14,654184
Nueva Zelanda,2014,Arroz,19497240,6.16,3165172
Nueva Zelanda,2014,Café,587866,1.25,471560
Nueva Zelanda,2014,Caña de azúcar,35930768,70.25,511479
Nueva Zelanda,2014,Cebada,182913,4.1,44647
Nueva Zelanda,2014,Girasol,6799614,1.75,3895209
Nueva Zelanda,2014,Maíz,8978743,6.61,1359086
Nueva Zelanda,2014,Trigo,2443050,2.01,1213775
Nueva Zelanda,2015,Algodón,708647,2.22,319081
Nueva Zelanda,2015,Arroz,8361265,7.17,1165457
Nueva Zelanda,2015,Café,162814,0.87,186902
Nueva Zelanda,2015,Caña de azúcar,182323649,87.78,2076994
Nueva Zelanda,2015,Cebada,8053065,5.27,1529278
Nueva Zelanda,2015,Girasol,2101231,2.13,985945
Nueva Zelanda,2015,Maíz,6160772,3.53,1744267
Nueva Zelanda,2015,Trigo,5660937,2.01,2823390
Nueva Zelanda,2016,Algodón,1159170,2.2,526856
Nueva Zelanda,2016,Arroz,7537902,4.17,1808947
Nueva Zelanda,2016,Café,971634,1.86,521875
Nueva Zelanda,2016,Caña de azúcar,343237328,65.93,5205841
Nueva Zelanda,2016,Cebada,3079005,3.9,790313
Nueva Zelanda,2016,Girasol,5309353,2.28,2333225
Nueva Zelanda,2016,Maíz,32988871,4.89,6742029
Nueva Zelanda,2016,Trigo,28798262,5.82,4946605
Nueva Zelanda,2017,Algodón,3394278,1.71,1983875
Nueva Zelanda,2017,Arroz,1788960,6.02,297325
Nueva Zelanda,2017,Café,815926,2.27,359415
Nueva Zelanda,2017,Caña de azúcar,318776662,101.52,3139918
Nueva Zelanda,2017,Cebada,7962746,3.63,2191659
Nueva Zelanda,2017,Girasol,20983524,4.23,4954945
Nueva Zelanda,2017,Maíz,5591860,9.85,567899
Nueva Zelanda,2017,Trigo,16323396,3.71,4402463
Nueva Zelanda,2018,Algodón,1615339,1.37,1175567
Nueva Zelanda,2018,Arroz,1393104,5.62,247944
Nueva Zelanda,2018,Café,487643,1.44,338094
Nueva Zelanda,2018,Caña de azúcar,258458708,100.55,2570478
Nueva Zelanda,2018,Cebada,4310970,2.33,1851990
Nueva Zelanda,2018,Girasol,8493683,2.72,3120147
Nueva Zelanda,2018,Maíz,5341906,8.46,631408
Nueva Zelanda,2018,Trigo,5312997,2.36,2252411
Nueva Zelanda,2019,Algodón,3728812,3.62,1029438
Nueva Zelanda,2019,Arroz,5942475,4.9,1212993
Nueva Zelanda,2019,Café,629184,1.49,421007
Nueva Zelanda,2019,Caña de azúcar,430763750,66.35,6492751
Nueva Zelanda,2019,Cebada,5299470,2.88,1839692
Nueva Zelanda,2019,Girasol,13861833,3.17,4372084
Nueva Zelanda,2019,Maíz,70569468,7.78,9069506
Nueva Zelanda,2019,Trigo,12481999,2.64,4724972
Nueva Zelanda,2020,Algodón,3824116,2.4,1591529
Nueva Zelanda,2020,Arroz,444759,4.56,97594
Nueva Zelanda,2020,Café,738416,1.63,454309
Nueva Zelanda,2020,Caña de azúcar,92163881,77.25,1193069
Nueva Zelanda,2020,Cebada,2479533,4.04,613404
Nueva Zelanda,2020,Girasol,8397422,2.35,3577502
Nueva Zelanda,2020,Maíz,3121216,5.65,552493
Nueva Zelanda,2020,Trigo,20771351,6.75,3079474
Rusia,2011,Algodón,3478146,1.95,1781063
Rusia,2011,Café,75194,0.63,118650
Rusia,2011,Caña de azúcar,805841104,126.01,6394827
Rusia,2011,Cebada,1985833,4.3,461680
Rusia,2011,Girasol,7776662,2.99,2602793
Rusia,2011,Maíz,12367589,5.72,2161490
Rusia,2011,Soja,2028226,2.62,774349
Rusia,2011,Trigo,7648988,2.37,3228420
Rusia,2012,Algodón,4513069,2.0,2256560
Rusia,2012,Café,455200,1.83,248392
Rusia,2012,Caña de azúcar,370966107,92.95,3991120
Rusia,2012,Cebada,7927964,4.78,1659829
Rusia,2012,Girasol,8764652,2.91,3013852
Rusia,2012,Maíz,19346731,7.09,2730256
Rusia,2012,Soja,34031531,4.99,6817505
Rusia,2012,Trigo,10545348,6.53,1615793
Rusia,2013,Algodón,5711680,2.31,2474874
Rusia,2013,Café,499514,1.24,403689
Rusia,2013,Caña de azúcar,430754634,61.35,7021626
Rusia,2013,Cebada,234012,4.74,49344
Rusia,2013,Girasol,3670573,1.14,3210228
Rusia,2013,Maíz,77238948,7.92,9755307
Rusia,2013,Soja,24486344,4.2,5831598
Rusia,2013,Trigo,10884381,6.58,1653006
Rusia,2014,Algodón,4540597,2.99,1518577
Rusia,2014,Café,264440,1.75,151536
Rusia,2014,Caña de azúcar,252222992,76.77,3285556
Rusia,2014,Cebada,5382808,3.6,1496770
Rusia,2014,Girasol,12471034,3.07,4066442
Rusia,2014,Maíz,33263501,8.12,4094438
Rusia,2014,Soja,7754912,3.21,2416879
Rusia,2014,Trigo,10728655,6.73,1593562
Rusia,2015,Algodón,6651057,3.22,2064385
Rusia,2015,Café,416572,0.85,489914
Rusia,2015,Caña de azúcar,620768065,90.66,6847030
Rusia,2015,Cebada,1942280,4.64,418877
Rusia,2015,Girasol,4193677,1.65,2544288
Rusia,2015,Maíz,2148592,8.87,242152
Rusia,2015,Soja,9901439,2.67,3715215
Rusia,2015,Trigo,17536779,5.8,3022795
Rusia,2016,Algodón,5020399,3.17,1584915
Rusia,2016,Café,574270,1.89,304214
Rusia,2016,Caña de azúcar,751604242,80.27,9363067
Rusia,2016,Cebada,8034591,4.66,1725864
Rusia,2016,Girasol,1225138,1.62,758037
Rusia,2016,Maíz,79593431,11.63,6844516
Rusia,2016,Soja,34860837,3.81,9161381
Rusia,2016,Trigo,6608255,5.86,1127152
Rusia,2017,Algodón,56729,2.17,26192
Rusia,2017,Café,302889,1.17,259259
Rusia,2017,Caña de azúcar,526864390,138.78,3796488
